alpha,gamma,phi_wall,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20
6.2143125,0.6051728,1.8965257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.4566101,0.5730473,9.4424211,3.908596,3.848337,3.781725,3.718602,3.655408,3.5929,3.531446,3.470224,3.410639,3.351358,3.293723,3.236863,3.181438,3.127309,3.074496,3.023388,2.973517,2.925663,2.879089,2.834514
7.8874989,0.7304304,7.2829347,3.586208,3.504321,3.410673,3.324106,3.236921,3.153052,3.070359,2.990675,2.913184,2.838791,2.767274,2.699632,2.634737,2.572945,2.514622,2.459558,2.407844,2.359214,2.313662,2.270925
6.9417174,0.8277958,1.0287646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.9596727,0.5715373,8.6859172,3.93174,3.86667,3.794281,3.725936,3.657396,3.589853,3.523351,3.457379,3.3931,3.329262,3.267536,3.206588,3.147551,3.089861,3.033975,2.979875,2.9275,2.87723,2.828601,2.783109
4.0573288,0.4071807,7.6196706,3.324647,3.281133,3.233911,3.188891,3.144168,3.099695,3.056301,3.012941,2.970737,2.928874,2.887815,2.847537,2.807847,2.769259,2.731238,2.694321,2.658165,2.622948,2.588725,2.557123
2.5151378,0.8424356,2.2089809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.2047279,0.6536408,2.6272321,1.035294,0.962181,0.886556,0.824225,0.767763,0.720124,0.678581,0.643632,0.613991,0.589019,0.568293,0.550555,0.535708,0.522563,0.511078,0.500786,0.49149,0.483125,0.475417,0.468399
6.9326926,0.387701,9.1208168,3.882527,3.839159,3.792071,3.746958,3.701994,3.657024,3.612956,3.568695,3.525287,3.482022,3.439245,3.397033,3.355086,3.314018,3.273251,3.233258,3.193826,3.15502,3.117035,3.079578
8.3494037,0.8559856,1.937089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.8256335,0.9263199,9.8163171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.191222,0.4034502,2.7973822,1.301905,1.263313,1.22437,1.189387,1.156746,1.126448,1.09878,1.072779,1.049255,1.02713,1.00676,0.987768,0.970012,0.953555,0.938003,0.92357,0.909922,0.89709,0.885025,0.873551
9.6920424,0.9476484,7.8714626,4.037255,3.929987,3.801219,3.684312,3.564918,3.451236,3.338485,3.231063,3.126629,3.027716,2.933335,2.844958,2.761619,2.683493,2.611484,2.543857,2.48239,2.425436,2.372529,2.323592
8.0798877,0.3709605,4.9635362,2.561226,2.519995,2.47669,2.435611,2.395294,2.355488,2.317111,2.279127,2.242588,2.206729,2.171975,2.138263,2.105422,2.073862,2.043086,2.013565,1.984927,1.957333,1.930767,1.90506
6.1828236,0.8789102,4.6790493,2.570341,2.474422,2.36431,2.268658,2.174459,2.089028,2.007706,1.934084,1.865503,1.803626,1.746721,1.695404,1.648479,1.608139,1.568222,1.532855,1.500476,1.471076,1.44388,1.419094
9.4584065,0.5720206,7.5701549,3.615025,3.549501,3.476521,3.407937,3.339294,3.272017,3.205972,3.140862,3.077677,3.015335,2.955414,2.896567,2.840093,2.785156,2.732447,2.681963,2.634078,2.587344,2.542591,2.500132
2.3690195,0.7523944,6.2812391,2.838774,2.76278,2.676703,2.598154,2.520945,2.448139,2.377656,2.3111,2.247602,2.187912,2.131587,2.078845,2.029472,1.983335,1.940371,1.900222,1.862946,1.828042,1.796441,1.766645
3.1872154,0.4597179,8.9305576,3.680992,3.632737,3.580108,3.529921,3.479902,3.430122,3.381377,3.332573,3.285019,3.237691,3.191237,3.145508,3.100431,3.056455,3.013058,2.970926,2.929543,2.889267,2.850025,2.811757
6.7209519,0.9669544,5.0625292,2.836931,2.729791,2.60383,2.494562,2.386717,2.287448,2.193765,2.107712,2.028664,1.956286,1.891012,1.831214,1.778479,1.729511,1.685658,1.645261,1.609234,1.575831,1.547017,1.518695
3.6324481,0.949206,8.1034006,3.792258,3.692965,3.57559,3.46864,3.359681,3.256635,3.154072,3.05724,2.962574,2.873751,2.788811,2.7092,2.633727,2.563716,2.498261,2.437529,2.381349,2.330457,2.281565,2.236369
2.1792457,0.6392201,7.3763716,3.168037,3.103115,3.03084,2.963526,2.896516,2.831535,2.768201,2.70651,2.647171,2.590304,2.535276,2.481811,2.431284,2.382528,2.336448,2.292365,2.250688,2.211089,2.173609,2.13818
2.1436319,0.5260429,1.5211035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.1831257,0.6198506,3.2319658,1.624539,1.561248,1.494406,1.43654,1.382059,1.333207,1.28837,1.247949,1.211337,1.178076,1.148147,1.120659,1.095993,1.073151,1.052472,1.033311,1.015684,0.999394,0.98418,0.970152
5.3334493,0.8679585,1.4588123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.1647743,0.6815167,6.784976,3.353511,3.277655,3.191763,3.112277,3.032642,2.955959,2.880769,2.808189,2.737998,2.670415,2.606613,2.54454,2.485816,2.429702,2.377,2.326816,2.279948,2.235415,2.193967,2.154608
8.3750233,0.3266466,4.6215888,2.418116,2.382315,2.344929,2.309322,2.274433,2.239906,2.206667,2.173742,2.141962,2.110802,2.080475,2.051073,2.022291,1.994634,1.967593,1.941498,1.916183,1.89163,1.867988,1.844989
4.9170144,0.7198477,7.2360343,3.420724,3.34315,3.255059,3.173566,3.091798,3.013094,2.93581,2.861267,2.78908,2.719663,2.65344,2.590338,2.529967,2.472425,2.418322,2.366958,2.31892,2.273435,2.231025,2.190909
7.8100421,0.8803853,5.8097268,3.156261,3.058438,2.942846,2.839595,2.735848,2.639153,2.545451,2.458533,2.375457,2.298836,2.226904,2.160827,2.099609,2.0434,1.991766,1.945259,1.901378,1.861064,1.824254,1.790486
9.5459929,0.4147255,7.4089936,3.477288,3.429561,3.377543,3.328028,3.27875,3.229807,3.181963,3.134151,3.087681,3.041511,2.99631,2.951902,2.908238,2.865731,2.823875,2.783354,2.743624,2.705059,2.667551,2.63106
2.9335831,0.5055864,7.1939232,3.133777,3.081373,3.024,2.969897,2.916195,2.863408,2.812024,2.761163,2.712215,2.663919,2.617337,2.572163,2.529129,2.486517,2.445189,2.405627,2.367221,2.330632,2.29526,2.261477
2.0803889,0.6510652,4.007252,1.648023,1.584717,1.517835,1.460138,1.40588,1.357387,1.312926,1.272966,1.236798,1.204021,1.174531,1.147492,1.123212,1.100729,1.080381,1.061496,1.044112,1.028011,1.012955,0.999033
2.8146478,0.3025156,6.6316361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.1098527,0.7791562,8.3207763,3.830052,3.746011,3.649624,3.560257,3.46995,3.382749,3.296427,3.212894,3.131294,3.052615,2.976625,2.903788,2.834146,2.768571,2.705692,2.646029,2.589836,2.536954,2.487265,2.440673
2.7115527,0.6279355,3.8064862,1.655329,1.593636,1.528577,1.472124,1.418949,1.371128,1.327195,1.287452,1.251408,1.218539,1.188919,1.161615,1.137073,1.11429,1.093591,1.074387,1.056662,1.04026,1.024896,1.010707
3.4958351,0.5646684,4.870229,2.295561,2.23707,2.174524,2.117354,2.061703,2.008781,1.958376,1.910264,1.865047,1.821813,1.781577,1.743142,1.707418,1.67349,1.641777,1.611872,1.58375,1.557381,1.532424,1.509128
3.5807117,0.8197948,6.3717668,3.062303,2.976666,2.877904,2.788547,2.699138,2.615262,2.533661,2.45719,2.383643,2.315246,2.250192,2.190147,2.133465,2.081421,2.032496,1.98768,1.94573,1.908567,1.8717,1.838271
6.3354519,0.7067663,9.5823104,4.200436,4.123049,4.035436,3.95326,3.870302,3.789094,3.70863,3.629446,3.551855,3.47551,3.401411,3.328688,3.258756,3.190382,3.125225,3.061916,3.001835,2.943913,2.889134,2.837648
5.0698298,0.8666377,2.0616012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.0617893,0.848466,6.0090723,3.223146,3.128436,3.017266,2.917234,2.816395,2.722493,2.630192,2.544729,2.462148,2.385897,2.313445,2.246887,2.184453,2.127215,2.073998,2.025628,1.980999,1.938972,1.900412,1.864823
8.5542215,0.4975748,5.3147967,2.764665,2.709236,2.648427,2.59174,2.535803,2.48177,2.429432,2.37818,2.329257,2.281431,2.235986,2.191919,2.149924,2.109623,2.071125,2.034498,1.999421,1.966286,1.934495,1.904576
4.5705499,0.4307022,3.0129936,1.381828,1.340361,1.298224,1.260468,1.22513,1.192363,1.162356,1.134205,1.108693,1.084703,1.062684,1.042125,1.022972,1.005198,0.988426,0.972919,0.95824,0.944489,0.931543,0.919272
6.4552104,0.7924301,7.0525216,3.493614,3.406399,3.305636,3.21325,3.120068,3.031303,2.943745,2.860395,2.779371,2.703088,2.629664,2.560449,2.494586,2.433198,2.375131,2.321346,2.270623,2.223824,2.179769,2.140249
8.0248154,0.3235507,8.9668774,3.843855,3.807125,3.767456,3.72931,3.691338,3.653236,3.61593,3.578409,3.54146,3.504649,3.468086,3.432002,3.396011,3.360649,3.325484,3.290761,3.256482,3.222505,3.189176,3.156156
9.388992,0.5701631,6.8460464,3.379763,3.314604,3.242054,3.174129,3.106305,3.040124,2.975355,2.911822,2.850401,2.790128,2.732449,2.676066,2.62301,2.571271,2.521483,2.473705,2.42817,2.384787,2.343437,2.304279
3.3655153,0.5275625,6.2705113,2.851819,2.797057,2.736997,2.68087,2.625374,2.57136,2.519693,2.468522,2.41963,2.371734,2.326075,2.281745,2.239363,2.198641,2.15962,2.12245,2.086752,2.05299,2.020539,1.989914
6.7758163,0.5847462,7.4915936,3.510623,3.445608,3.373241,3.305308,3.237388,3.170913,3.105746,3.041609,2.979475,2.918284,2.859587,2.802049,2.746964,2.693471,2.643168,2.594097,2.546802,2.501709,2.458579,2.417698
3.8509831,0.8111277,5.4128064,2.683997,2.598212,2.501765,2.415939,2.331077,2.252663,2.176949,2.107367,2.041187,1.980771,1.923883,1.872178,1.823783,1.779842,1.738837,1.702831,1.668003,1.635823,1.606035,1.578676
5.0973147,0.6329757,5.9477625,2.911186,2.843336,2.767518,2.697634,2.628299,2.56197,2.497805,2.43589,2.376686,2.319725,2.265849,2.214144,2.165683,2.119257,2.076052,2.034823,1.996398,1.959944,1.92588,1.893698
7.7376906,0.6861226,3.0079932,1.692118,1.619686,1.541826,1.47536,1.412564,1.357134,1.306142,1.261035,1.220109,1.183691,1.150865,1.12134,1.094788,1.070573,1.0488,1.028688,1.010502,0.997357,0.981,0.966277
3.3485607,0.6232701,4.8468494,2.285856,2.222177,2.153558,2.091508,2.031165,1.97443,1.920497,1.869675,1.822034,1.777102,1.735399,1.695998,1.659689,1.625352,1.593725,1.563908,1.536252,1.510311,1.486066,1.463413
5.6775605,0.9359275,1.3591911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.9467347,0.4855463,6.8487972,3.289393,3.234676,3.174592,3.117874,3.061443,3.005896,2.951679,2.89794,2.846067,2.794783,2.745238,2.696738,2.649738,2.604201,2.561218,2.518784,2.477421,2.438013,2.399847,2.363408
6.5934783,0.6944598,6.6946077,3.305446,3.228795,3.141878,3.061621,2.981241,2.904043,2.828399,2.755605,2.685274,2.618344,2.554041,2.492398,2.434108,2.378626,2.326548,2.27715,2.231024,2.187357,2.146703,2.108228
5.3443829,0.8966657,3.1435478,1.685934,1.590762,1.48459,1.398141,1.318055,1.249866,1.189297,1.13788,1.092844,1.054563,1.020912,0.9951,0.967982,0.945445,0.925161,0.907183,0.890847,0.875943,0.862345,0.84969
6.7769595,0.7585638,9.0107102,4.10097,4.017435,3.921835,3.832764,3.742616,3.655035,3.568103,3.483338,3.400218,3.319342,3.240871,3.164876,3.091875,3.021593,2.954684,2.890658,2.831189,2.773237,2.718918,2.667505
4.5160592,0.458752,8.7826595,3.724936,3.675464,3.621441,3.569946,3.518595,3.467506,3.417451,3.36733,3.31851,3.269897,3.222201,3.175226,3.128944,3.083771,3.039195,2.995949,2.953454,2.912129,2.87185,2.832609
4.0547936,0.6147316,1.569009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.0511573,0.8647157,9.4683002,4.299583,4.205888,4.096754,3.99572,3.892763,3.793411,3.694134,3.598143,3.503421,3.412243,3.323254,3.238256,3.156127,3.078409,3.003926,2.934585,2.868173,2.806178,2.747348,2.692926
8.9175084,0.5493064,4.2901575,2.364444,2.30365,2.238378,2.178639,2.12032,2.064779,2.011727,1.961052,1.913303,1.867656,1.825086,1.784407,1.746658,1.710758,1.67729,1.645697,1.616088,1.5883,1.562103,1.53763
4.7062943,0.8985983,5.0103686,2.628261,2.532003,2.421371,2.325052,2.230018,2.14363,2.061225,1.98645,1.916675,1.853586,1.795503,1.743022,1.695017,1.65191,1.612755,1.576442,1.543244,1.51304,1.485146,1.459668
8.4677198,0.3403596,4.1687691,2.226067,2.189434,2.151245,2.115092,2.079815,2.045136,2.011913,1.979182,1.947824,1.917213,1.887632,1.859084,1.831323,1.804774,1.778949,1.754194,1.73027,1.707207,1.685083,1.663653
6.2766292,0.7367394,8.4773006,3.90348,3.822639,3.730474,3.644652,3.558018,3.473938,3.390739,3.309715,3.230543,3.15361,3.079248,3.007316,2.938481,2.872257,2.809899,2.750249,2.693402,2.63933,2.588682,2.540626
7.8252758,0.921541,1.1192822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.0656988,0.8226686,8.0311268,3.871335,3.780326,3.674594,3.577196,3.478378,3.383656,3.289552,3.19932,3.110903,3.026621,2.944988,2.867825,2.794719,2.725087,2.658935,2.597511,2.539256,2.485526,2.434691,2.387819
8.608776,0.9197007,7.959091,3.999958,3.896848,3.774154,3.662317,3.548021,3.439529,3.331359,3.22858,3.127994,3.032975,2.941545,2.856401,2.774972,2.699058,2.628236,2.56214,2.501251,2.444206,2.392782,2.343735
5.3509251,0.7080559,3.161579,1.626293,1.552807,1.47394,1.40726,1.344604,1.289879,1.239838,1.196034,1.156523,1.121682,1.090434,1.062518,1.037506,1.01479,0.994413,0.975627,0.961305,0.946259,0.931274,0.917636
7.3839343,0.498156,6.8140948,3.264944,3.209158,3.147824,3.090002,3.032473,2.975928,2.920748,2.866146,2.813463,2.761435,2.711283,2.662211,2.614773,2.570312,2.52558,2.482798,2.441318,2.401847,2.363656,2.3273
9.0527144,0.8430318,3.9236875,2.328146,2.234587,2.127982,2.036441,1.947177,1.867233,1.791916,1.724585,1.66239,1.606931,1.556198,1.510942,1.469625,1.434235,1.399795,1.369246,1.341111,1.315828,1.292365,1.270987
2.6362738,0.9267898,3.6548025,1.660339,1.564276,1.457192,1.370137,1.289758,1.221406,1.160865,1.109554,1.06474,1.026744,0.993445,0.967923,0.941381,0.919295,0.899467,0.88193,0.866029,0.851536,0.83833,0.826046
4.6216937,0.9000853,1.7995375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.302653,0.9934912,3.5108823,2.022409,1.915788,1.793382,1.691223,1.596635,1.513706,1.440463,1.376362,1.320906,1.272285,1.231319,1.194397,1.161965,1.133228,1.107747,1.084918,1.0642,1.045512,1.028235,1.015515
2.9367437,0.4252835,8.2951865,3.456351,3.411986,3.363791,3.31781,3.272082,3.226569,3.182104,3.137629,3.094289,3.051246,3.008983,2.967468,2.926517,2.886647,2.847319,2.809091,2.771606,2.73506,2.699505,2.664754
5.0755699,0.6516774,1.6710114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.3085904,0.3360114,9.9782998,4.02815,3.991425,3.951756,3.913576,3.875545,3.837341,3.799906,3.762218,3.725053,3.687994,3.651132,3.614712,3.578341,3.542541,3.5069,3.471642,3.436786,3.402175,3.368168,3.334422
7.5414524,0.7428785,6.9385363,3.465493,3.382581,3.287545,3.200053,3.112015,3.027741,2.944778,2.865302,2.788172,2.71462,2.644781,2.577815,2.51424,2.454337,2.397846,2.3449,2.295185,2.248751,2.205228,2.164636
9.4531201,0.8690077,3.6213165,2.199497,2.103265,1.993241,1.900217,1.810395,1.730545,1.656525,1.590841,1.53113,1.478213,1.430485,1.388102,1.351196,1.316816,1.285584,1.257748,1.23219,1.209256,1.188017,1.168663
8.7717913,0.6964136,1.2410122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.0818328,0.9660343,5.221956,2.981216,2.874071,2.743016,2.630975,2.519614,2.416437,2.318523,2.227988,2.144443,2.067485,1.997898,1.933801,1.877338,1.824541,1.777306,1.733854,1.694867,1.660727,1.627401,1.596992
2.4916398,0.3057796,6.886463,2.910094,2.878936,2.845491,2.813448,2.781752,2.750118,2.71937,2.688632,2.658563,2.628821,2.599471,2.570737,2.542273,2.515623,2.488855,2.461993,2.435702,2.409799,2.384612,2.359822
7.8973866,0.9911905,8.8192517,4.319463,4.209973,4.07819,3.958109,3.835032,3.717245,3.599866,3.48734,3.377306,3.272396,3.171659,3.076266,2.986719,2.901973,2.823346,2.749288,2.681696,2.618402,2.560654,2.506533
8.5030252,0.6964804,8.6359156,4.000959,3.922415,3.833246,3.749928,3.665863,3.58394,3.502865,3.423504,3.345893,3.270004,3.196543,3.124958,3.056332,2.989755,2.926505,2.865424,2.808347,2.753296,2.70122,2.651375
3.496149,0.5575681,8.6759275,3.681139,3.622329,3.55742,3.496007,3.434639,3.374056,3.314633,3.255563,3.198234,3.141339,3.086189,3.031935,2.979212,2.927878,2.877942,2.829769,2.78289,2.738041,2.6946,2.654356
3.2044939,0.388624,9.3358842,3.765109,3.724255,3.679995,3.637554,3.595294,3.553004,3.511601,3.470024,3.429223,3.388594,3.348396,3.308766,3.269353,3.2308,3.192529,3.154947,3.117923,3.081443,3.04576,3.010564
7.5560682,0.7040463,6.1666985,3.162491,3.084111,2.994951,2.913144,2.83134,2.753352,2.677113,2.60466,2.534832,2.468215,2.404792,2.344743,2.288093,2.234707,2.184679,2.137676,2.093815,2.052652,2.014322,1.978323
7.9340203,0.4626278,6.668261,3.217698,3.165617,3.108612,3.054736,3.0012,2.94844,2.897004,2.845947,2.79671,2.748013,2.700872,2.654757,2.60996,2.567105,2.525683,2.485047,2.445511,2.407693,2.371086,2.335988
7.0895808,0.8772191,6.0094144,3.199204,3.102406,2.988277,2.885996,2.783035,2.687122,2.593532,2.50679,2.423495,2.346604,2.274066,2.207404,2.145348,2.088381,2.035819,1.98909,1.943779,1.902586,1.864895,1.829977
9.6730022,0.6397611,5.0468034,2.762825,2.690919,2.610025,2.535829,2.463358,2.394374,2.327685,2.264232,2.203757,2.146389,2.092316,2.041162,1.993358,1.9482,1.906262,1.866638,1.829991,1.79531,1.763303,1.733019
4.5747812,0.657981,8.8175234,3.858896,3.788349,3.709237,3.634928,3.560279,3.487139,3.415059,3.34405,3.274871,3.206704,3.140939,3.076304,3.014429,2.954045,2.896326,2.840536,2.787311,2.737621,2.688616,2.642135
5.4516947,0.4342663,2.9781897,1.444097,1.401766,1.358552,1.319723,1.283233,1.249282,1.218065,1.188701,1.161993,1.136819,1.113676,1.092017,1.071826,1.053055,1.035335,1.018947,1.003422,0.988893,0.975204,0.962247
2.051525,0.8173707,6.7234251,2.998334,2.916127,2.821909,2.736568,2.65141,2.57146,2.493902,2.421005,2.351099,2.285854,2.223977,2.166585,2.112572,2.062679,2.015939,1.972828,1.932525,1.896492,1.861619,1.829114
5.0825945,0.6341494,5.926568,2.902576,2.834637,2.758712,2.688759,2.619365,2.55301,2.488833,2.426939,2.367767,2.310869,2.257066,2.205459,2.157099,2.110793,2.067711,2.026609,1.988322,1.952,1.918074,1.886024
3.2886641,0.4127653,5.8243882,2.630753,2.587882,2.542769,2.500045,2.458098,2.416725,2.376827,2.337355,2.299447,2.262238,2.226241,2.191325,2.157381,2.124768,2.093,2.062608,2.033126,2.004797,1.977526,1.95121
3.6600777,0.7283645,8.3055636,3.689244,3.612526,3.525598,3.444636,3.363203,3.28419,3.206324,3.130515,3.05677,2.985113,2.916173,2.849449,2.785894,2.72466,2.667732,2.612063,2.559926,2.51008,2.463571,2.419203
2.2027361,0.4426384,5.9076209,2.535364,2.49101,2.444292,2.400282,2.357166,2.314879,2.274217,2.234158,2.195937,2.158525,2.12257,2.0878,2.054214,2.022047,1.99085,1.961207,1.932516,1.90512,1.878804,1.853556
6.19293,0.3020615,6.4588996,3.019733,2.986546,2.950857,2.916666,2.882804,2.848999,2.816098,2.783186,2.75098,2.71909,2.687616,2.656769,2.626196,2.596383,2.566934,2.538067,2.510517,2.483837,2.456686,2.42998
8.4702762,0.9833651,6.11743,3.390151,3.280041,3.147464,3.028081,2.909089,2.796953,2.689284,2.588564,2.494005,2.405696,2.324754,2.249316,2.181448,2.118432,2.062406,2.009941,1.962393,1.918988,1.880051,1.843361
3.2316447,0.7804646,7.8213389,3.530163,3.448758,3.35571,3.269774,3.183301,3.100228,3.018426,2.93974,2.863343,2.790157,2.72013,2.653809,2.590126,2.529839,2.473005,2.419455,2.369204,2.322026,2.277849,2.236448
5.6828454,0.7590268,4.9663399,2.606013,2.523578,2.431547,2.349429,2.268458,2.19342,2.121163,2.054466,1.9912,1.933109,1.878565,1.828645,1.782071,1.739455,1.699834,1.663483,1.632078,1.599845,1.570706,1.543795
5.4883649,0.8469818,2.8001984,1.470592,1.3792,1.278838,1.198162,1.123644,1.061289,1.005934,0.959862,0.919449,0.885856,0.856335,0.831452,0.812696,0.792707,0.775422,0.760108,0.746479,0.734012,0.722752,0.712335
4.0681456,0.3343567,7.1639875,3.153344,3.117556,3.07898,3.042053,3.005441,2.968904,2.933308,2.897691,2.86286,2.828342,2.794301,2.760915,2.727832,2.69561,2.663767,2.632598,2.602045,2.572021,2.5428,2.516131
4.9640299,0.4060733,9.6465789,3.958267,3.914208,3.866343,3.820478,3.774745,3.728995,3.684139,3.639073,3.594863,3.550777,3.507178,3.464133,3.421349,3.379439,3.337822,3.296986,3.256706,3.21706,3.178233,3.139939
4.5558669,0.6645483,5.3010706,2.624986,2.553984,2.476359,2.405726,2.336248,2.270437,2.207118,2.147137,2.090248,2.036477,1.986025,1.938415,1.894101,1.852287,1.81359,1.777018,1.743301,1.711421,1.68194,1.65413
8.9502985,0.5907994,2.7837778,1.591838,1.529902,1.464693,1.408049,1.354734,1.306768,1.262751,1.222922,1.186856,1.153966,1.124391,1.097134,1.072704,1.050061,1.029511,1.010508,0.992993,0.976846,0.961745,0.94786
7.9084796,0.7948921,7.8074818,3.810223,3.721318,3.618414,3.523536,3.427437,3.335234,3.243788,3.155988,3.070099,2.988069,2.90875,2.833577,2.762433,2.694545,2.630124,2.570047,2.513206,2.460517,2.410717,2.364742
9.7158237,0.6474799,2.4244127,1.423954,1.355245,1.282859,1.2218,1.165129,1.115789,1.071263,1.032313,0.997647,0.96701,0.939888,0.915537,0.893988,0.874323,0.856803,0.8407,0.826039,0.812577,0.800079,0.788615
8.7465151,0.3615006,2.7353033,1.492173,1.456539,1.420212,1.386821,1.35513,1.32501,1.296996,1.270167,1.245312,1.221614,1.19936,1.17836,1.158415,1.139739,1.121907,1.105155,1.089216,1.074092,1.059795,1.04612
6.2455499,0.552353,4.476094,2.324572,2.265367,2.201973,2.143961,2.087419,2.033585,1.982245,1.933198,1.887052,1.84291,1.801796,1.76251,1.726006,1.691326,1.658937,1.628394,1.599707,1.572812,1.547397,1.523679
5.6866461,0.3905126,1.7884035,0.66358,0.620915,0.5799,0.544464,0.513236,0.486061,0.463016,0.442827,0.426008,0.411301,0.398745,0.387865,0.378276,0.369966,0.3625,0.355885,0.349917,0.34449,0.339601,0.335092
2.572571,0.6194664,8.9672784,3.721188,3.657396,3.586525,3.519714,3.45283,3.387056,3.322451,3.258524,3.196432,3.134946,3.075725,3.017444,2.961229,2.906501,2.853714,2.80281,2.753738,2.707351,2.66276,2.6196
2.4659311,0.997086,5.3747694,2.582993,2.481088,2.362537,2.26081,2.161435,2.07128,1.986982,1.910646,1.840959,1.77798,1.721267,1.669935,1.62469,1.582949,1.545279,1.511,1.480035,1.45169,1.427805,1.403623
9.1813497,0.5462621,7.7806843,3.655312,3.592841,3.523559,3.458238,3.392905,3.328643,3.265574,3.203137,3.142529,3.082507,3.024638,2.967704,2.912708,2.859172,2.807436,2.757544,2.709336,2.664639,2.619778,2.57732
7.0512623,0.5646473,6.6581781,3.233895,3.171049,3.101308,3.036052,2.971043,2.907665,2.845801,2.785167,2.726713,2.669386,2.614683,2.562384,2.511381,2.462112,2.415122,2.37011,2.327165,2.286331,2.247344,2.210493
4.3588402,0.6575349,6.6447657,3.136879,3.066814,2.988213,2.91544,2.842906,2.773037,2.7049,2.639058,2.57595,2.515324,2.457215,2.40123,2.348498,2.297839,2.250487,2.20517,2.162882,2.122619,2.085003,2.049337
5.1942911,0.3359284,9.0303193,3.770935,3.734214,3.694559,3.656437,3.618499,3.580446,3.543201,3.505756,3.468901,3.4322,3.395768,3.359832,3.32401,3.288843,3.253892,3.21941,3.185392,3.151706,3.11869,3.086009
6.5261566,0.9378402,8.8604441,4.214416,4.112213,3.991029,3.879951,3.766192,3.657692,3.548887,3.445151,3.342743,3.245614,3.151202,3.062312,2.977207,2.898222,2.822836,2.752582,2.687166,2.625982,2.569623,2.517312
4.9628182,0.9011261,9.7412515,4.35418,4.258441,4.14652,4.043014,3.937373,3.835544,3.733633,3.635237,3.537995,3.444576,3.353269,3.266289,3.182122,3.102756,3.026563,2.955855,2.888199,2.825171,2.765528,2.710174
8.9688472,0.4751631,5.5858749,2.872956,2.819504,2.760972,2.706119,2.651849,2.598865,2.547761,2.49776,2.449516,2.402143,2.35678,2.312685,2.270331,2.229584,2.190359,2.152953,2.116866,2.082708,2.049802,2.018607
9.7568808,0.326678,1.2521991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.517352,0.678847,9.0155023,4.095841,4.019313,3.93275,3.851621,3.769798,3.689779,3.610584,3.532734,3.456552,3.381681,3.309121,3.237992,3.169698,3.102998,3.039531,2.977927,2.919524,2.863387,2.811212,2.75999
3.125004,0.8668653,7.9147512,3.613214,3.523295,3.418891,3.323187,3.226394,3.134218,3.043045,2.956335,2.871818,2.792008,2.715825,2.643726,2.574978,2.511188,2.450665,2.394921,2.342198,2.293793,2.248153,2.20699
2.6406273,0.8250337,5.6424954,2.644223,2.559421,2.464228,2.379667,2.296207,2.219247,2.145085,2.077051,2.012468,1.953586,1.898238,1.847963,1.800978,1.758311,1.718551,1.683652,1.649902,1.618671,1.589804,1.563237
4.3708876,0.5406212,7.3531091,3.320006,3.262061,3.198174,3.138015,3.0781,3.01928,2.961834,2.905078,2.850284,2.796208,2.744202,2.693297,2.644224,2.597059,2.552061,2.507907,2.465266,2.424695,2.385508,2.348369
5.5905512,0.342061,1.0023325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.4822037,0.9132531,1.0485776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.7877303,0.7626891,1.3371199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.1023702,0.947328,1.78141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.784985,0.4850217,9.4511327,4.019892,3.965945,3.90676,3.850377,3.794008,3.737934,3.682841,3.627606,3.573801,3.520073,3.467362,3.415295,3.364012,3.313807,3.264247,3.216121,3.168738,3.122714,3.077738,3.033998
9.7995044,0.6785526,2.1195961,1.236592,1.163338,1.086626,1.023535,0.965957,0.917343,0.874398,0.838048,0.806459,0.779389,0.755979,0.735474,0.717688,0.701724,0.68771,0.674961,0.663433,0.652918,0.64317,0.634264
